연도,상/하반기,재공급/신규공급,평수,주택명,주소지,자치구,지역등급,교통등급,모집규모밀도,당첨자순위,당첨자 가점,모집규모밀도_건수
2024,하,신규공급,23B,초행지붕-상도,"서울특별시 동작구 양녕로22바길 20(초행지붕-상도, 상도동 214-425)",동작구,B,8분,0.000106557,1순위,5점,13
2024,하,신규공급,28B,초행지붕-상도,"서울특별시 동작구 양녕로22바길 20(초행지붕-상도, 상도동 214-425)",동작구,B,8분,0.000106557,2순위,8점,13
2024,하,재공급,36A,YJ빌라,"서울특별시 서대문구 응암로 142-18(YJ빌라, 북가좌동 455-2)",서대문구,B,7분,0.000381443,1순위,8점,37
2024,하,재공급,29B,D&D house,"서울특별시 서대문구 연희로 168(D&D house, 연희동 79-30)",서대문구,B,29분,0.000381443,1순위,8점,37
2024,하,재공급,-,서초파크타운 A동,"서울특별시 서초구 반포대로5길 64(서초파크타운 A동, 서초동 1478-9)",서초구,A,11분,0.000342105,1순위,5점,39
2024,하,재공급,26B,T&K반포,"서울특별시 서초구 주흥9길 8-13(T&K반포, 반포동 716-5)",서초구,A,5분,0.000342105,1순위,8점,39
2024,하,재공급,32A,T&K반포,"서울특별시 서초구 주흥9길 8-13(T&K반포, 반포동 716-5)",서초구,A,5분,0.000342105,1순위,8점,39
2024,하,재공급,-,백년빌,"서울특별시 서초구 논현로5길 15-20(백년빌, 양재동 400-6)",서초구,A,19분,0.000342105,1순위,3점,39
2024,하,재공급,28B,서초파크타운 B동,"서울특별시 서초구 반포대로5길 62(서초파크타운 B동, 서초동 1478-16)",서초구,A,11분,0.000342105,1순위,5점,39
2024,하,재공급,-,와이하우스,"서울특별시 성동구 자동차시장3길 93(와이하우스, 용답동 238-5)",성동구,A,6분,0.000159091,1순위,5점,14
2024,하,재공급,25B,정목빌,"서울특별시 성북구 장월로28길 49(정목빌, 장위동 77-58외)",성북구,A,10분,0.000327273,1순위,5점,45
2024,하,신규공급,35A,KAINOS-HOUSE,"서울특별시 성북구 솔샘로5길 31(KAINOS-HOUSE, 정릉동 692-13 외 3필지)",성북구,A,7분,0.000327273,1순위,5점,45
2024,하,신규공급,40A,KAINOS-HOUSE,"서울특별시 성북구 솔샘로5길 31(KAINOS-HOUSE, 정릉동 692-13 외 3필지)",성북구,A,7분,0.000327273,1순위,4점,45
2024,하,신규공급,46A,KAINOS-HOUSE,"서울특별시 성북구 솔샘로5길 31(KAINOS-HOUSE, 정릉동 692-13 외 3필지)",성북구,A,7분,0.000327273,1순위,5점,45
2024,하,신규공급,57C,KAINOS-HOUSE,"서울특별시 성북구 솔샘로5길 31(KAINOS-HOUSE, 정릉동 692-13 외 3필지)",성북구,A,7분,0.000327273,1순위,9점,45
2024,하,재공급,23B,유케이타운,"서울특별시 송파구 삼전로10길 54(유케이타운, 삼전동 116-3)",송파구,B,3분,0.000595855,1순위,7점,115
2024,하,재공급,28B,티엘하우스,"서울특별시 송파구 중대로14길 6(티엘하우스, 가락동 129-11)",송파구,B,1분,0.000595855,1순위,6점,115
2024,하,재공급,49A,티엘하우스,"서울특별시 송파구 중대로14길 6(티엘하우스, 가락동 129-11)",송파구,B,1분,0.000595855,1순위,8점,115
2024,하,재공급,26B,마천빌,"서울특별시 송파구 성내천로22길 1(마천빌, 마천동 40-10)",송파구,B,11분,0.000595855,2순위,8점,115
2024,하,재공급,34A,서도휴빌,"서울특별시 송파구 문정로5길 3-34(서도휴빌, 문정동 13-8)",송파구,B,6분,0.000595855,1순위,8점,115
2024,하,재공급,26B,명칭없음,"서울특별시 송파구 가락로5길 13-15(명칭없음, 석촌동 243-1)",송파구,B,6분,0.000595855,1순위,6점,115
2024,하,재공급,50A,명칭없음,"서울특별시 송파구 가락로5길 13-15(명칭없음, 석촌동 243-1)",송파구,B,6분,0.000595855,1순위,9점,115
2024,하,재공급,28B,광채빌라,"서울특별시 송파구 삼전로2길 49(광채빌라, 삼전동 53-19)",송파구,B,8분,0.000595855,1순위,5점,115
2024,하,재공급,29B,WISH,"서울특별시 송파구 동남로2길 21-17(WISH, 문정동 48-9)",송파구,B,3분,0.000595855,1순위,8점,115
2024,하,재공급,40A,WISH,"서울특별시 송파구 동남로2길 21-17(WISH, 문정동 48-9)",송파구,B,3분,0.000595855,1순위,8점,115
2024,하,재공급,40A,더클래스 오금3,"서울특별시 송파구 마천로23길 4(더클래스 오금3, 오금동 119-29)",송파구,B,10분,0.000595855,1순위,7점,115
2024,하,재공급,26B,도담마을,"서울특별시 송파구 토성로17길 9-1(도담마을, 풍납동 408-10)",송파구,B,3분,0.000595855,1순위,3점,115
2024,하,재공급,28B,도담마을,"서울특별시 송파구 토성로17길 9-1(도담마을, 풍납동 408-10)",송파구,B,3분,0.000595855,1순위,4점,115
2024,하,신규공급,27B,희망,"서울특별시 송파구 동남로23가길 4-12(희망, 오금동 58-1 외 1필지)",송파구,B,6분,0.000595855,1순위,5점,115
2024,하,신규공급,26B,라벨메종4,"서울특별시 송파구 가락로39길 26(라벨메종4, 방이동 152-15)",송파구,B,5분,0.000595855,1순위,5점,115
2024,하,신규공급,31A,라벨메종4,"서울특별시 송파구 가락로39길 26(라벨메종4, 방이동 152-15)",송파구,B,5분,0.000595855,1순위,11점,115
2024,하,신규공급,40D,라벨메종4,"서울특별시 송파구 가락로39길 26(라벨메종4, 방이동 152-15)",송파구,B,5분,0.000595855,1순위,8점,115
2024,하,신규공급,41A,라벨메종4,"서울특별시 송파구 가락로39길 26(라벨메종4, 방이동 152-15)",송파구,B,5분,0.000595855,1순위,8점,115
2024,하,신규공급,26B,명칭없음,"서울특별시 송파구 백제고분로24길 7(명칭없음, 삼전동 50-14)",송파구,B,5분,0.000595855,1순위,5점,115
2024,하,신규공급,30B,명칭없음,"서울특별시 송파구 백제고분로24길 7(명칭없음, 삼전동 50-14)",송파구,B,5분,0.000595855,1순위,7점,115
2024,하,신규공급,37A,명칭없음,"서울특별시 송파구 백제고분로24길 7(명칭없음, 삼전동 50-14)",송파구,B,5분,0.000595855,1순위,8점,115
2024,하,재공급,24B,비전하우스,"서울특별시 양천구 곰달래로1길 36-1(비전하우스, 신월동 135-16)",양천구,B,24분,0.000353982,1순위,2점,40
2024,하,재공급,28B,에코리움빌,"서울특별시 양천구 남부순환로56가길 14(에코리움빌, 신월동 197-8)",양천구,B,28분,0.000353982,1순위,3점,40
2024,하,재공급,20B,에코리움빌,"서울특별시 양천구 남부순환로60길 12-10(에코리움빌, 신월동 197-11 외 1필지)",양천구,B,29분,0.000353982,2순위,7점,40
2024,하,재공급,19B,에코하임5차,"서울특별시 양천구 목동중앙본로22길 52(에코하임5차, 목동 231-77)",양천구,B,9분,0.000353982,2순위,9점,40
2024,하,재공급,-,양평에스하임2 가동,"서울특별시 영등포구 양평로28마길 24(양평에스하임2 가동, 양평동6가 65)",영등포구,B,8분,0.000664,1순위,9점,83
2024,하,재공급,20B,로프트시티,"서울특별시 영등포구 영등포로 244(로프트시티, 영등포동3가 3-3 외 2필지)",영등포구,B,5분,0.000664,1순위,3점,83
2024,하,재공급,29B,삼정리버뷰,"서울특별시 영등포구 경인로71길 74(삼정리버뷰, 문래동5가 20-21)",영등포구,B,3분,0.000664,1순위,6점,83
2024,하,신규공급,28B,K-House응암,"서울특별시 은평구 가좌로10길 29-16(K-House응암, 응암동 579-14)",은평구,C,5분,0.000286822,1순위,5점,37
2024,하,신규공급,34A,K-House응암,"서울특별시 은평구 가좌로10길 29-16(K-House응암, 응암동 579-14)",은평구,C,5분,0.000286822,1순위,8점,37
2024,하,신규공급,39A,K-House응암,"서울특별시 은평구 가좌로10길 29-16(K-House응암, 응암동 579-14)",은평구,C,5분,0.000286822,1순위,8점,37
2024,하,재공급,28B,남산의아침 A동,"서울특별시 중구 필동로8길 50-9(남산의아침 A동, 필동2가 84-12외)",중구,A,8분,0.000297297,1순위,5점,11
2024,하,재공급,28A,HwellsPARK장충1,"서울특별시 중구 장충단로6길 45(HwellsPARK장충1, 장충동1가 50-2)",중구,A,5분,0.000297297,1순위,7점,11
2024,하,재공급,19B,서영스윗홈,"서울특별시 중랑구 상봉로20길 91(서영스윗홈, 망우동 460-4)",중랑구,C,10분,0.000419048,1순위,5점,44
2024,하,신규공급,27B,대유파크빌 가동,"서울특별시 중랑구 동일로154길 23-20(대유파크빌 가동, 묵동 122-212 외 2필지)",중랑구,C,2분,0.000419048,1순위,2점,44
2024,하,신규공급,29A,대유파크빌 가동,"서울특별시 중랑구 동일로154길 23-20(대유파크빌 가동, 묵동 122-212 외 2필지)",중랑구,C,2분,0.000419048,1순위,5점,44
2024,하,신규공급,39A,대유파크빌 가동,"서울특별시 중랑구 동일로154길 23-20(대유파크빌 가동, 묵동 122-212 외 2필지)",중랑구,C,2분,0.000419048,1순위,8점,44
2024,하,신규공급,42C,대유파크빌 가동,"서울특별시 중랑구 동일로154길 23-20(대유파크빌 가동, 묵동 122-212 외 2필지)",중랑구,C,2분,0.000419048,1순위,9점,44
2024,하,신규공급,27B,대유파크빌 나동,"서울특별시 중랑구 동일로154길 23-20(대유파크빌 나동, 묵동 122-212 외 2필지)",중랑구,C,2분,0.000419048,1순위,5점,44
2024,하,신규공급,34A,대유파크빌 나동,"서울특별시 중랑구 동일로154길 23-20(대유파크빌 나동, 묵동 122-212 외 2필지)",중랑구,C,2분,0.000419048,1순위,8점,44
2025,상,재공급,-,백년빌,서울특별시 강남구 개포로24길 13 (개포동 1216-7),강남구,A,13분,0.000184211,1순위,5점,28
2025,상,재공급,35A,백년빌,서울특별시 강남구 봉은사로13길 26 (논현동 189-5),강남구,A,5분,0.000184211,1순위,9점,28
2025,상,재공급,-,천호파크빌1,서울특별시 강동구 천중로18길 10 (천호동 364-6 외 1필지),강동구,C,9분,0.001442597,2순위,8점,144
2025,상,재공급,35A,신우휴먼빌암사2차,서울특별시 강동구 암사길 83-13 (암사동 433-85 외 1필지),강동구,C,7분,0.001442597,1순위,8점,144
2025,상,재공급,26B,은슬림7,서울특별시 강동구 진황도로23길 20-1 (천호동 541-2 외 1필지),강동구,C,7분,0.001442597,2순위,9점,144
2025,상,재공급,35C,은슬림8,서울특별시 강동구 진황도로23길 22 (천호동 541 외 7필지),강동구,C,7분,0.001442597,1순위,9점,144
2025,상,재공급,22B,강동서영스윗홈5,서울특별시 강동구 양재대로91길 84 (성내동 420-4),강동구,C,6분,0.001442597,2순위,5점,144
2025,상,재공급,21B,강동서영스윗홈6,서울특별시 강동구 양재대로91길 82 (성내동 420-49),강동구,C,6분,0.001442597,2순위,8점,144
2025,상,재공급,27B,강동서영스윗홈6,서울특별시 강동구 양재대로91길 82 (성내동 420-49),강동구,C,6분,0.001442597,1순위,3점,144
2025,상,재공급,32B,현도빌리지6,서울특별시 강동구 아리수로64길 8 (고덕동 627),강동구,C,10분,0.001442597,2순위,8점,144
2025,상,재공급,40A,현도빌리지6,서울특별시 강동구 아리수로64길 8 (고덕동 627),강동구,C,10분,0.001442597,2순위,6점,144
2025,상,재공급,38A,현도빌리지5,서울특별시 강동구 아리수로66길 14 (고덕동 532-1),강동구,C,10분,0.001442597,1순위,8점,144
2025,상,재공급,26B,천호해마루3차,서울특별시 강동구 구천면로33길 37-9 (천호동 577),강동구,C,8분,0.001442597,2순위,5점,144
2025,상,재공급,40A,허브빌,서울특별시 강동구 올림픽로98가길 31-6 (암사동 493-15),강동구,C,5분,0.001442597,1순위,8점,144
2025,상,재공급,32B,명칭없음,서울특별시 강동구 구천면로53길 36-19 (암사동 478-6 외 1필지),강동구,C,9분,0.001442597,1순위,7점,144
2025,상,재공급,32B,스테이온,서울특별시 강동구 천중로 157 (천호동 55-43),강동구,C,6분,0.001442597,2순위,6점,144
2025,상,재공급,39A,와이디하우스2차,서울특별시 강동구 구천면로35길 24-9 (천호동 299-13 외 1필지),강동구,C,9분,0.001442597,2순위,8점,144
2025,상,재공급,32B,라티빌V,서울특별시 강동구 구천면로47길 30-5 (암사동 486-61 외 1필지),강동구,C,9분,0.001442597,2순위,3점,144
2025,상,재공급,39A,라티빌V,서울특별시 강동구 구천면로47길 30-5 (암사동 486-61 외 1필지),강동구,C,9분,0.001442597,1순위,7점,144
2025,상,신규공급,29B,희망,서울특별시 강동구 풍성로42길 12 (성내동 521-3),강동구,C,8분,0.001442597,2순위,9점,144
2025,상,신규공급,40A,희망,서울특별시 강동구 풍성로42길 12 (성내동 521-3),강동구,C,8분,0.001442597,1순위,8점,144
2025,상,신규공급,50C,희망,서울특별시 강동구 풍성로42길 12 (성내동 521-3),강동구,C,8분,0.001442597,1순위,10점,144
2025,상,재공급,35A,강동서영스윗홈,서울특별시 강동구 천중로48길 9-13 (길동 349-9),강동구,C,5분,0.001442597,1순위,3점,144
2025,상,재공급,-,성신하우스,서울특별시 강북구 인수봉로38길 10 (수유동 468-33),강북구,C,5분,0.000848101,2순위,7점,67
2025,상,재공급,27B,홍원하이빌강북7,서울특별시 강북구 삼양로119길 22 (수유동 313-6),강북구,C,5분,0.000848101,2순위,8점,67
2025,상,재공급,32A,융성그린빌2차,서울특별시 강북구 인수봉로80길 17-5 (수유동 291-121),강북구,C,7분,0.000848101,2순위,5점,67
2025,상,재공급,38A,북한산파크빌,서울특별시 강북구 삼양로169길 24-36 (우이동 163-8 외 1필지),강북구,C,2분,0.000848101,1순위,9점,67
2025,상,재공급,31B,미아 에스하임,서울특별시 강북구 도봉로61길 5 (미아동 1373),강북구,C,3분,0.000848101,1순위,6점,67
2025,상,재공급,32B,미아 에스하임,서울특별시 강북구 도봉로61길 5 (미아동 1373),강북구,C,3분,0.000848101,2순위,6점,67
2025,상,신규공급,28B,명칭없음,서울특별시 강북구 화계사1가길 4 (수유동 466-10),강북구,C,7분,0.000848101,2순위,8점,67
2025,상,신규공급,33B,명칭없음,서울특별시 강북구 화계사1가길 4 (수유동 466-10),강북구,C,7분,0.000848101,2순위,8점,67
2025,상,신규공급,37A,명칭없음,서울특별시 강북구 화계사1가길 4 (수유동 466-10),강북구,C,7분,0.000848101,1순위,8점,67
2025,상,신규공급,27B,명칭없음,서울특별시 강북구 삼양로169길 50-3 (우이동 160-27),강북구,C,3분,0.000848101,2순위,6점,67
2025,상,재공급,21B,SH 초행지붕 - 화곡,서울특별시 강서구 초록마을로14길 19 (화곡동 56-15),강서구,B,11분,8.45E-05,1순위,8점,15
2025,상,재공급,17B,STAY온-1,서울특별시 관악구 남부순환로157길 3 (신림동 507-20 외 1필지),관악구,B,10분,0.000338462,2순위,8점,66
2025,상,재공급,17B,STAY온-2,서울특별시 관악구 남부순환로 1519 (신림동 507-22),관악구,B,10분,0.000338462,1순위,3점,66
2025,상,재공급,26B,STAY온-2,서울특별시 관악구 남부순환로 1519 (신림동 507-22),관악구,B,10분,0.000338462,1순위,3점,66
2025,상,재공급,27B,이도파크빌,서울특별시 관악구 남부순환로159길 35 (신림동 489-17),관악구,B,8분,0.000338462,2순위,5점,66
2025,상,재공급,38A,T&K신림III,서울특별시 관악구 남부순환로151길 34 (신림동 510-20),관악구,B,7분,0.000338462,1순위,9점,66
2025,상,재공급,34B,남현주택,서울특별시 관악구 승방1길 76 (남현동 602-144),관악구,B,7분,0.000338462,1순위,6점,66
2025,상,재공급,26B,스테이온III,서울특별시 관악구 남부순환로 1542 (신림동 1577-33),관악구,B,9분,0.000338462,1순위,8점,66
2025,상,신규공급,18B,청춘가옥,서울특별시 관악구 법원단지5길 50 (신림동 598-129) ,관악구,B,22분,0.000338462,2순위,5점,66
2025,상,신규공급,25B,청춘가옥,서울특별시 관악구 법원단지5길 50 (신림동 598-129) ,관악구,B,22분,0.000338462,2순위,8점,66
2025,상,재공급,여성,구의에스하임1,서울특별시 광진구 광나루로30나길 15 (구의동 638-5 외 1필지),광진구,B,10분,0.000429825,2순위,5점,49
2025,상,재공급,-,자양에스하임4,서울특별시 광진구 뚝섬로49길 60 (자양동 622-8 외 3필지),광진구,B,8분,0.000429825,1순위,2점,49
2025,상,재공급,28B,명칭없음,서울특별시 광진구 천호대로135길 16 (구의동 57-17),광진구,B,4분,0.000429825,2순위,5점,49
2025,상,재공급,35A,명칭없음,서울특별시 광진구 천호대로135길 16 (구의동 57-17),광진구,B,4분,0.000429825,1순위,8점,49
2025,상,재공급,26B,더 엘,서울특별시 광진구 광나루로30가길 16-6 (구의동 638-3 외 1필지),광진구,B,11분,0.000429825,2순위,8점,49
2025,상,신규공급,27B,중곡에스하임3,서울특별시 광진구 천호대로 621 (중곡동 119-9),광진구,B,5분,0.000429825,1순위,5점,49
2025,상,신규공급,29A,중곡에스하임3,서울특별시 광진구 천호대로 621 (중곡동 119-9),광진구,B,5분,0.000429825,1순위,8점,49
2025,상,신규공급,29B,알토하우스,서울특별시 광진구 광나루로30나길 12-3 (구의동 643-2),광진구,B,10분,0.000429825,1순위,6점,49
2025,상,신규공급,35A,알토하우스,서울특별시 광진구 광나루로30나길 12-3 (구의동 643-2),광진구,B,10분,0.000429825,1순위,8점,49
2025,상,신규공급,50A,알토하우스,서울특별시 광진구 광나루로30나길 12-3 (구의동 643-2),광진구,B,10분,0.000429825,1순위,10점,49
2025,상,재공급,남성,지오빌,서울특별시 광진구 자양번영로3나길 31 (자양동 589-5 외 1필지),광진구,B,8분,0.000429825,1순위,9점,49
2025,상,재공급,남성,자양에스하임11,서울특별시 광진구 아차산로46가길 10-3 (자양동 218-9),광진구,B,6분,0.000429825,1순위,6점,49
2025,상,재공급,49A,계림웨스트밸리,서울특별시 구로구 경인로 70 (오류동 360),구로구,C,7분,0.00106087,1순위,8점,122
2025,상,재공급,29B,명진하이빌,서울특별시 구로구 부일로17길 44 (궁동 190-84 외 1필지),구로구,C,12분,0.00106087,2순위,3점,122
2025,상,재공급,23B,하늘사랑채3차,서울특별시 구로구 고척로33나길 4 (고척동 253-40 외 1필지),구로구,C,21분,0.00106087,2순위,6점,122
2025,상,재공급,25B,석윤주택,서울특별시 구로구 고척로21가길 2-9 (개봉동 33-125),구로구,C,12분,0.00106087,2순위,4점,122
2025,상,재공급,26B,도담마을,서울특별시 구로구 가마산로20라길 13 (구로동 429-163),구로구,C,8분,0.00106087,1순위,1점,122
2025,상,재공급,36A,하늘사랑채,서울특별시 구로구 고척로21가길 32-10 (개봉동 33-72),구로구,C,12분,0.00106087,1순위,5점,122
2025,상,재공급,24A,예하임,서울특별시 구로구 오리로22나길 16-50 (궁동 134-7),구로구,C,23분,0.00106087,2순위,6점,122
2025,상,재공급,32A,라온에코빌,서울특별시 구로구 가마산로20길 56 (구로동 329-48 외 1필지),구로구,C,7분,0.00106087,2순위,6점,122
2025,상,재공급,37C,라온에코빌,서울특별시 구로구 가마산로20길 56 (구로동 329-48 외 1필지),구로구,C,7분,0.00106087,1순위,13점,122
2025,상,재공급,32B,삼화에코빌,서울특별시 구로구 개봉로17나길 106 (개봉동 307-13),구로구,C,6분,0.00106087,1순위,8점,122
2025,상,재공급,27B,대정이오스,서울특별시 구로구 구로중앙로28길 35-9 (구로동 113-5),구로구,C,8분,0.00106087,2순위,6점,122
2025,상,재공급,26A,오크트리빌 구로 1차,서울특별시 구로구 구로중앙로28다길 46 (구로동 546-17 외 1필지),구로구,C,7분,0.00106087,2순위,6점,122
2025,상,재공급,28A,오크트리빌 구로 1차,서울특별시 구로구 구로중앙로28다길 46 (구로동 546-17 외 1필지),구로구,C,7분,0.00106087,1순위,8점,122
2025,상,재공급,19B,은슬림10,서울특별시 금천구 탑골로7길 11 (시흥동 220-116),금천구,C,33분,0.001,2순위,3점,78
2025,상,재공급,26B,서전하우스,서울특별시 금천구 범안로12길 29-34 (독산동 1006-143 외 1필지),금천구,C,5분,0.001,2순위,6점,78
2025,상,재공급,27B,엠제트하우스,서울특별시 금천구 범안로15길 8-13 (독산동 331-51),금천구,C,5분,0.001,2순위,8점,78
2025,상,재공급,여성,A단지,서울특별시 금천구 독산로33길 34 (시흥동 849-33),금천구,C,12분,0.001,2순위,3점,78
2025,상,재공급,남성,B단지,서울특별시 금천구 독산로33길 32 (시흥동 849-32),금천구,C,12분,0.001,2순위,5점,78
2025,상,재공급,-,쥬빌리2차(2동),서울특별시 금천구 범안로12길 50 (독산동 1005-3),금천구,C,4분,0.001,1순위,7점,78
2025,상,신규공급,29A,스위트휴,서울특별시 노원구 노원로1길 86 (공릉동 270-66),노원구,A,2분,5.22E-05,1순위,6점,7
2025,상,신규공급,45A,스위트휴,서울특별시 노원구 노원로1길 86 (공릉동 270-66),노원구,A,2분,5.22E-05,1순위,8점,7
2025,상,신규공급,55A,스위트휴,서울특별시 노원구 노원로1길 86 (공릉동 270-66),노원구,A,2분,5.22E-05,1순위,8점,7
2025,상,재공급,-,위드151 B동,서울특별시 도봉구 도봉로151길 63 (방학동 647-10),도봉구,B,6분,0.000166667,1순위,8점,13
2025,상,재공급,-,씨앤제이빌,서울특별시 도봉구 도당로9길 15-3 (방학동 665-29),도봉구,B,21분,0.000166667,1순위,9점,13
2025,상,신규공급,29B,희담재,서울특별시 동대문구 장한로24길 39 (장안동 337-5 외 1필지),동대문구,B,21분,0.000284404,2순위,8점,31
2025,상,재공급,34A(남성),삼화에코빌2차 A동,서울특별시 동대문구 답십리로65길 114 (장안동 287-7 외 1필지),동대문구,B,29분,0.000284404,1순위,6점,31
2025,상,재공급,30B,성지파크빌,서울특별시 동작구 남부순환로255길 16 (사당동 303-42),동작구,B,8분,0.000106557,1순위,6점,13
2025,상,신규공급,28B,광채빌라,서울특별시 동작구 상도로11길 10 (상도동 335-155),동작구,B,2분,0.000106557,1순위,8점,13
2025,상,신규공급,31A,광채빌라,서울특별시 동작구 상도로11길 10 (상도동 335-155),동작구,B,2분,0.000106557,1순위,9점,13
2025,상,신규공급,37A,광채빌라,서울특별시 동작구 상도로11길 10 (상도동 335-155),동작구,B,2분,0.000106557,1순위,8점,13
2025,상,신규공급,41A,광채빌라,서울특별시 동작구 상도로11길 10 (상도동 335-155),동작구,B,2분,0.000106557,1순위,9점,13
2025,상,재공급,28B,드림하우징,서울특별시 마포구 와우산로21길 31-19 (서교동 364-13),마포구,A,6분,0.000226115,1순위,8점,28
2025,상,재공급,34A,연남하이츠,서울특별시 마포구 성미산로19길 78 (연남동 478-4),마포구,A,6분,0.000226115,1순위,11점,28
2025,상,재공급,37A,대원파크빌,서울특별시 마포구 월드컵북로9길 17-6 (성산동 633-7),마포구,A,8분,0.000226115,1순위,8점,28
2025,상,재공급,-,다움파크빌,서울특별시 서대문구 증가로24가길 11 (북가좌동 2-74),서대문구,B,9분,0.000381443,1순위,6점,37
2025,상,재공급,33A(남성),해담빌,서울특별시 서대문구 홍제내2바길 7 (홍제동 360-40),서대문구,B,9분,0.000381443,1순위,8점,37
2025,상,재공급,-,서초파크타운 B동,서울특별시 서초구 반포대로5길 62 (서초동 1478-16),서초구,A,11분,0.000342105,1순위,7점,39
2025,상,재공급,-,백년빌,서울특별시 서초구 논현로5길 15-20 (양재동 400-6),서초구,A,19분,0.000342105,1순위,6점,39
2025,상,재공급,29B,반포삼이하우스,서울특별시 서초구 주흥6길 33 (반포동 726-40),서초구,A,6분,0.000342105,1순위,7점,39
2025,상,재공급,21B,S-하우스 A동,서울특별시 성동구 고산자로17길 9 (마장동 564-16),성동구,A,8분,0.000159091,1순위,11점,14
2025,상,재공급,25B,명칭없음,서울특별시 성동구 가람길 267 (용답동 238-7),성동구,A,7분,0.000159091,1순위,6점,14
2025,상,재공급,-,드림빌2차,서울특별시 성북구 서경로13길 33 (정릉동 227-149),성북구,A,8분,0.000327273,1순위,2점,45
2025,상,재공급,29B,정목빌,서울특별시 성북구 장월로28길 49 (장위동 77-58 외 2필지),성북구,A,10분,0.000327273,2순위,3점,45
2025,상,재공급,38A,미래하이츠,서울특별시 성북구 회기로3길 8 (종암동28-27),성북구,A,2분,0.000327273,1순위,11점,45
2025,상,재공급,44A,미래하이츠,서울특별시 성북구 회기로3길 8 (종암동28-27),성북구,A,2분,0.000327273,1순위,8점,45
2025,상,재공급,59A,미래하이츠,서울특별시 성북구 회기로3길 8 (종암동28-27),성북구,A,2분,0.000327273,1순위,10점,45
2025,상,신규공급,27B,미래하이츠,서울특별시 성북구 동소문로15길 6 (동소문동6가 111 외 1필지),성북구,A,3분,0.000327273,1순위,7점,45
2025,상,신규공급,31B,미래하이츠,서울특별시 성북구 동소문로15길 6 (동소문동6가 111 외 1필지),성북구,A,3분,0.000327273,1순위,6점,45
2025,상,재공급,여성,서도휴빌 105동,서울특별시 성북구 장월로1마길 23 (하월곡동 231),성북구,A,6분,0.000327273,1순위,9점,45
2025,상,재공급,35A,파인빌2,서울특별시 송파구 백제고분로42길 18-9 (송파동 91-1),송파구,B,4분,0.000595855,1순위,10점,115
2025,상,재공급,28B,티엘하우스,서울특별시 송파구 중대로14길 6 (가락동 129-11),송파구,B,1분,0.000595855,1순위,5점,115
2025,상,재공급,25B,네스트137,서울특별시 송파구 백제고분로48길 41-15 (방이동 137-10),송파구,B,6분,0.000595855,1순위,8점,115
2025,상,재공급,24A,꿈꾸지오,서울특별시 송파구 송파대로47길 6 (석촌동 182-4),송파구,B,5분,0.000595855,1순위,8점,115
2025,상,재공급,36A,영스테이,서울특별시 송파구 올림픽로12길 52-8 (잠실동 214-6),송파구,B,6분,0.000595855,1순위,6점,115
2025,상,재공급,40A,영스테이,서울특별시 송파구 올림픽로12길 52-8 (잠실동 214-6),송파구,B,6분,0.000595855,1순위,10점,115
2025,상,재공급,28B,서영스윗홈,서울특별시 송파구 오금로27길 50-11 (방이동 211-10),송파구,B,6분,0.000595855,2순위,6점,115
2025,상,신규공급,24B,도담마을,서울특별시 송파구 토성로17길 7 (풍납동 408-8),송파구,B,3분,0.000595855,1순위,3점,115
2025,상,신규공급,30B,도담마을,서울특별시 송파구 토성로17길 7 (풍납동 408-8),송파구,B,3분,0.000595855,1순위,8점,115
2025,상,신규공급,33A,도담마을,서울특별시 송파구 토성로17길 7 (풍납동 408-8),송파구,B,3분,0.000595855,1순위,11점,115
2025,상,재공급,36A,송파누리빌,서울특별시 송파구 백제고분로46길 41-7 (송파동 145-5),송파구,B,7분,0.000595855,1순위,8점,115
2025,상,재공급,19B,비전하우스,서울특별시 양천구 곰달래로1길 36-1 (신월동 135-16),양천구,B,24분,0.000353982,1순위,8점,40
2025,상,재공급,-,양평에스하임2 나동,서울특별시 영등포구 양평로28마길 24 (양평동6가 65),영등포구,B,8분,0.000664,1순위,9점,83
2025,상,재공급,28B,케이디하우스,서울특별시 영등포구 영등포로35나길 5 (영등포동6가 30-5 외 3필지),영등포구,B,2분,0.000664,1순위,8점,83
2025,상,재공급,29B,민하우스2,서울특별시 영등포구 가마산로46가길 5 (대림동 680-3),영등포구,B,11분,0.000664,2순위,6점,83
2025,상,재공급,36B,삼정리버뷰,서울특별시 영등포구 경인로71길 74 (문래동5가 20-21),영등포구,B,3분,0.000664,1순위,5점,83
2025,상,재공급,37A,현도빌리지VII,서울특별시 영등포구 대림로31가길 5 (대림동 729-7),영등포구,B,4분,0.000664,2순위,6점,83
2025,상,재공급,36A,현도빌리지VIII,서울특별시 영등포구 대림로34길 17 (대림동 685-24),영등포구,B,10분,0.000664,2순위,5점,83
2025,상,재공급,35A,대림하이츠,서울특별시 영등포구 디지털로38길 8-12 (대림동1081-84),영등포구,B,5분,0.000664,1순위,6점,83
2025,상,재공급,28B,명칭없음,서울특별시 영등포구 대림로 203 (대림동 740-2),영등포구,B,9분,0.000664,2순위,5점,83
2025,상,신규공급,26B,더조은,서울특별시 영등포구 여의대방로35길 11-1 (신길동 574),영등포구,B,2분,0.000664,1순위,8점,83
2025,상,신규공급,27B,태성파크타운,서울특별시 영등포구 대림로35길 14 (대림동 775-14 외 1필지),영등포구,B,8분,0.000664,2순위,6점,83
